file_name,transcription
data/test/sp022/sp022-000058_003.mp3,viBinna matavAdakAraRAt kadAcicca ekasyEva sidDAntasya viBinnasamaye viBinnaBAzAsu ca vyAKyAnAt sAmAnyajanAH saMSayApannA Bavanti
data/test/sp022/sp022-000059_003.mp3,nAnA wIkAyAm maDye tasya satyasya DArA api pravahati
data/test/sp022/sp022-000060_003.mp3,kintu vAstavikArTaprakASakaH kaH api ekaH api granTaH sahasrADikawIkAnAm maDye cet saMsTApitaH Bavet
data/test/sp022/sp022-000061_003.mp3,tadA tezu wIkAgranTezu yaTArTaprakASakaH granTaH kaH asti
data/test/sp022/sp022-000062_003.mp3,nirRayaH ayam kaWinataraH Bavati
data/test/sp022/sp022-000063_003.mp3,vartamAnakAle gItAyAH samupalaByante bahusaNKyAkAzwIkAH
data/test/sp022/sp022-000064_003.mp3,sarvASca tAzwIkAH svakIyam svakIyam eva satyam udGozayanti
data/test/sp022/sp022-000065_003.mp3,kintu tAH sarvAH wIkAH gItAyAH SudDArTataH bahudUram dfzwipaTAyante
data/test/sp022/sp022-000066_003.mp3,niHsandeham katipayamahApuruzAH satyasya sparSam kftavantaH
data/test/sp022/sp022-000067_003.mp3,kintu kAraRabAhulyAt te satyAm amftakalpam gItAyAH yaTArTam arTam samAjasya purataH prastotum na aSaknuvan
data/test/sp022/sp022-000068_003.mp3,gItAyAm SrIkfzRasya mUlASayasya hfdayaNgamakaraRe viPalatAyAH pramuKam kAraRam etadasti
data/test/sp022/sp022-000069_003.mp3,yat SrIkfzRaH paramayogISvaraH AsIt
data/test/sp022/sp022-000070_003.mp3,SrIkfzRaH yasya starasya vArtAm AraBate
data/test/sp022/sp022-000071_003.mp3,tasyAm vArtAyAm anusyUtam taTyam prakASayitum yadA kaScana mahApuruzaH sopAnabadDakrameRa SrIkfzRasya staram Aruhya eva
data/test/sp022/sp022-000072_003.mp3,gItAyAH pratipAdyam akzaraSaH prakASayitum kAmayizyate
data/test/sp022/sp022-000073_003.mp3,tadA sa eva mahApuruzaH saPalo Bavizyati gItAyAH yaTArTa rahasyodGAwane
data/test/sp022/sp022-000074_003.mp3,senayoruBayormaDye pArTamupadiSataH kfzRasya manoBAvAH kIdfSAH Asan
data/test/sp022/sp022-000075_003.mp3,te sarve manoBAvAH sAmAnyEH janEH vaktum na Sakyante
data/test/sp022/sp022-000076_003.mp3,astu tadAnIntanAH kecana BAvA prakASanArhAH
data/test/sp022/sp022-000077_003.mp3,kecana BAvAH BAvaBaNgimayA prakASyante SezASca BAvAH kriyAm ASrayante
data/test/sp022/sp022-000078_003.mp3,tadBAvam kaScidgItABAvajijYAsuH gItAgItapaTapaTika eva jYAtum Saknoti
data/test/sp022/sp022-000079_004.mp3,SrIkfzRaH yasyAm sTitO vidyamAnaH AsIt
data/test/sp022/sp022-000080_004.mp3,tAmeva sTitim samprApya kaScinmahApuruzaH eva jAnAti yat gItA kim kaTayati
data/test/sp022/sp022-000081_004.mp3,sa gItAyAH SlokAneva na aByasati pratyuta tezAm BAvam AtmasAtkftya lokahitAya prakASayati
data/test/sp022/sp022-000082_004.mp3,kuto hi yadfSyam kfzRasya samakzam AsIt tadeva dfSyam gItAttaTyajYamahApuruzasya api samakzam narInftyate
data/test/sp022/sp022-000083_004.mp3,ataH asO paSyati drakzyati darSayizyati Bavatsu jAgarayizyati ca tasmin paTi calitum prerayizyati ca
data/test/sp022/sp022-000084_004.mp3,pUjyAH SrImantaH svanAmaDanyAH prAtaHsmaraRIyAH SrIparamahaMsa mahArAjAH api SrIkfzRastarIyAH mahApuruzAH Asan
data/test/sp022/sp022-000085_004.mp3,tezAm pravacanopadeSAt taTA antaHkaraRapreraRAtaH yo hyarTo mayAjYAtaH tasyEva saNkalanam yaTArTa gItA asti
data/test/sp022/sp022-000086_004.mp3,atra madIyam kimapi nAऽsti
data/test/sp022/sp022-000087_004.mp3,idam kriyAtmakam asti
data/test/sp022/sp022-000088_004.mp3,sADanasvIkurvatAm sarvezAm puruzARAm gamanam asyAm pariDAveva anivAryam
data/test/sp022/sp022-000089_004.mp3,yAvad asO sADanapaTapaTikaH na asti tAvat suspazwam asti yad asO kimapi sADanam na sADayati
data/test/sp022/sp022-000090_004.mp3,pratyuta vAvAvacanapramARapuzwAm nirarTakAm kAmapi reKAm pIqayati ataH kasyacinmahApuruzasya SaraRam avaSyameva grahaRIyam
data/test/sp022/sp022-000091_004.mp3,SrIkfzRaH kimapi aparam satyam noktavAn
data/test/sp022/sp022-000092_004.mp3,fziBirbahuDA gItam fzigaRAH yasya gAnam bahuvAram kftavantaH tasyEva gAnam kartum aham AraBe
data/test/sp022/sp022-000093_004.mp3,kfzRaH kadAऽpi na itTam uktavAn yat tajjYAnam aham eva kevalam jAnAmi taTA aham eva upadekzyAmi
data/test/sp022/sp022-000094_004.mp3,pratyuta sa uktavAn yat kasyacittattvadarSinaH sanniDO yAhi nizkapawaBAvena tasya sevAm kftvA tajjYAnam laBasva
data/test/sp022/sp022-000095_004.mp3,SrIkfzRo mahApuruzaSoDitam satyameva samudGAwitavAn
data/test/sp022/sp022-000096_004.mp3,gItA suboDa saMskftaBAzAyAm samulliKitA vidyate
data/test/sp022/sp022-000097_004.mp3,yadi anvayArTameva svIkuryAm tadA gItAyAH aDikAMSaH svayameva bodDum SakyaH kintu janAH samIcInamarTam na gfhRanti
data/test/sp022/sp022-000098_004.mp3,udAharaRArTam paSyantu SrIkfzRena suspazwam kaTitam yat yajYasya prakriyA eva karma samucyate punarapi BavantaH BaRanti yat kfzikaraRamevAsti karma
data/test/sp022/sp022-000099_004.mp3,yajYa vivecanam sa uktavAn yat yajYe bahavaH yogijanAH prARAnAm apAne havanam kurvanti
data/test/sp022/sp022-000100_004.mp3,bahavaH apAnasya prARezu havanam kurvanti bahavaH yoginaH prARApAnO dvO niruDya prARAyAmaparAyaRA Bavanti
data/test/sp022/sp022-000101_004.mp3,bahavaH yoginaH indriyARAm sakalAm pravfttim saMyamAgnO juhvati
data/test/sp022/sp022-000102_004.mp3,anena prakAreRa SvAsapraSvAsayoScintanam yajYaH procyate
data/test/sp022/sp022-000103_004.mp3,manasA sahitendriyARAm saMyamaH yajYaH asti
data/test/sp022/sp022-000104_004.mp3,SAstrakAraH svayam yajYarahasyam vivecitavAn punarBavantaH sAhlAdam sotsAhaYca Gozayanti yat vizRuhetave svAhoccAraRam eva taTAgnO yavatilAdInAm havanam yajYa iti
data/test/sp022/sp022-000105_004.mp3,yogeSvaraH SrIkfzRaH nEtAdfSam kimapi Sabdam kvAऽpi ca noktavAn
data/test/sp022/sp022-000106_004.mp3,kimasti kAraRam yadBavantaH na avabuDyante
data/test/sp022/sp022-000107_004.mp3,lomatvakkartanavat vAkyAnAm rawanam kfte sati kimasti kAraRam yad BavatAm haste kevalam vAk vinyAsa eva lagati
data/test/sp022/sp022-000108_004.mp3,BavantaH svakam kasmAt kAraRAt yaTArTajYAnavaYcitam anuBavanti
data/test/sp022/sp022-000109_004.mp3,vastutaH mAnavaH janma labDvA kramaSaH taruRo Bavati
data/test/sp022/sp022-000110_005.mp3,tadA pEtfkasampattiH nAma gfham ApaRam BUmiH udyAnam padam pratizWAH gAvaH mahizyaH yantropakaraRAni ityAdi
data/test/sp022/sp022-000111_005.mp3,tena uttarADikAritvena anAyAsam eva saNgfhyate
data/test/sp022/sp022-000112_005.mp3,itTameva sahajarUpeRa asO mAnavasamAje nEkAH ruQiparamparAH pUjApadDatIH ca uttarADikArarUpeRa laBate
data/test/sp022/sp022-000113_005.mp3,BAratavarze trayastriMSatkowiparimitAH surAH surANganAH ca prAptamAnyatAkAH ca milanti
data/test/sp022/sp022-000114_005.mp3,viSvasmin tezAm devasamUhAnAm bahUni rUpARi varRitAni santi
data/test/sp022/sp022-000115_005.mp3,SiSuH SanEHSanEH svavfdDivikAsAvasare mAtf pitf BAtf svaprativeSmisanniDO tEH AcaritAm pUjApadDatim paSyati
data/test/sp022/sp022-000116_005.mp3,parivAre samAje ca pracalitAnAm pUjApadDatInAm awalaH saMskAraH tasya mastizke Bavati aNkitaH
data/test/sp022/sp022-000117_005.mp3,uttarADikAre yadi BUtapUjA prApyate tadAsO BUta BUta iti rawati
data/test/sp022/sp022-000118_005.mp3,itTameva kaScit Sivam kaScit kfzRam kaScidanyam kamapi devAdikam saNgfhya tizWati
data/test/sp022/sp022-000119_005.mp3,tatpUrvadurAgraham sa na ujJitum Saknoti
data/test/sp022/sp022-000120_005.mp3,ukta prakAreRa BrAntigrastAH puruzAH kalyARakaram SrIgItAsvarUpam SAstram cetprApnuyuH
data/test/sp022/sp022-000121_005.mp3,tadA te BrAnta mAnasAH suDopamam gItArasam na AsvAdayanti
data/test/sp022/sp022-000122_005.mp3,pEtfkasampadam kaScit samBrAntaH puruzaH kadAcit Saknoti tyaktum
data/test/sp022/sp022-000123_005.mp3,kintu pUrvoktottarADikArarUpeRa prAptam rUQisamUham sAmpradAyikaprapaYcasamUhaYca Cettum na praBavati
data/test/sp022/sp022-000124_005.mp3,pEtfkasampattim parityajya kaScit janaH sahasrADikakroSamitam dUrasTAnam pravrajitum Saknoti iti sugamaH panTAH
data/test/sp022/sp022-000125_005.mp3,kintu manasi mastizke ca aNkitAste rUQigatA BAvAH tyaktagfhasya tasya janasya piRqam na jahAti
data/test/sp022/sp022-000126_005.mp3,yasmin Sirasi te rUQigatA vicArAH santi lukkAyitAH tacCirasaH utkarttanam sarvaTA asamBavam
data/test/sp022/sp022-000127_005.mp3,ataH mAnavaH yaTArTa SAstra sammatajYAnam api tAsu pUrvoktarUQizu rItizu pUjApadDatizu mAnyatAsu ca sammiSrya vilIya vA labDum vAYCanti
data/test/sp022/sp022-000128_005.mp3,yadi rUQyanurUpamarTaH kvacit saNgacCate vArtAkramaH samanvitaH Bavati
data/test/sp022/sp022-000129_005.mp3,tadA janaH tat svIkaroti yat satyametat no cet saNgacCate tarhi tat sarvam alIkam
data/test/sp022/sp022-000130_005.mp3,etasmAt rUQiBrAntadfzwivEzamyAt janaH gItArahasyam nAvabodDum Saknoti
data/test/sp022/sp022-000131_005.mp3,gItAyAH rahasyam rahasyam BUtvA durlaBAyate
data/test/sp022/sp022-000132_005.mp3,ataH gItArahasyasya vAstavikapAradfSvAnaH santajanAH sadguravaH eva santi
data/test/sp022/sp022-000133_005.mp3,ta eva vaktum samarTAH santi yat gItA kim kaTayati
data/test/sp022/sp022-000134_005.mp3,sarve gItArahasyam nAvabodDum Saknuvanti
data/test/sp022/sp022-000135_005.mp3,sarvezAm kfte gItAjYAnasya sulaBopAyaH ayam eva asti
data/test/sp022/sp022-000136_005.mp3,yat kasyacinmahApuruzasya sAnniDyam samprApya saSradDam aDyeyam
data/test/sp022/sp022-000137_005.mp3,SrIkfzRaH api mahApuruzasya sAnniDyaprAptaye balam adadAt
data/test/sp022/sp022-000138_005.mp3,gItAgranTaH kasyacit vyaktiviSezasya vargaviSezasya jAtiviSezasya paTaviSezasya
data/test/sp022/sp022-000139_006.mp3,gItAgranTaH kasyacid vyaktiviSezasya vargaviSezasya jAtiviSezasya paTaviSezasya deSakAlaviSezasya ca
data/test/sp022/sp022-000140_006.mp3,rUQigrasta kasyApi sampradAyaviSezasya api na asti
data/test/sp022/sp022-000141_006.mp3,pratyuta gItA sArvalOkikaH sArvakAlikaH sArvajanInaSca DarmagranTaH asti
data/test/sp022/sp022-000142_006.mp3,iyam gItA sarvezAm BUmaRqalasya deSAnAm mAnavajAtInAm pratyekam narARAm nArIRAm ca kalyARAya varIvarti
data/test/sp022/sp022-000143_006.mp3,kevalam aparopadeSam SrAvam SrAvam taTAnyaprakAreRa praBAvitaH BUtvA
data/test/sp022/sp022-000144_006.mp3,nEtAdfSaH koऽpi nirRayaH svIkarttavyaH yasya praBAvaH svakIyam astitvam api vicAlayet
data/test/sp022/sp022-000145_006.mp3,pUrvAgrahasya BAvanAto mukto BUtvA satyAnveziRAm kfte gItAgranTaH
data/test/sp022/sp022-000146_006.mp3,ArzagranTatvAt prakASastamBarUpeRa vA BAti
data/test/sp022/sp022-000147_006.mp3,hindUnAmAgrahaH asti yadvedAH eva pramARam
data/test/sp022/sp022-000148_006.mp3,vedasyArTaH asti jYAnam paramAtmanaH boDaH
data/test/sp022/sp022-000149_006.mp3,pustakAni tu tasya saNketamAtrARi santi
data/test/sp022/sp022-000150_006.mp3,sa paramAtmA tu hfdayadeSe jAgarti
data/test/sp022/sp022-000151_006.mp3,viSvAmitraScintayan AsIt
data/test/sp022/sp022-000152_006.mp3,tasya Baktim dfzwvA brahmA samAyayO
data/test/sp022/sp022-000153_006.mp3,uvAca ca adyatastvam fziH asi
data/test/sp022/sp022-000154_006.mp3,kintu viSvAmitraH santuzwaH na baBUva punaScintane lagnaH
data/test/sp022/sp022-000155_006.mp3,kiYcit kAlAntaram devagaREH sAkam brahmA punarAgatavAn abravIcca adyatastvam rAjarziH asi
data/test/sp022/sp022-000156_006.mp3,kintu viSvAmitrasya samADAnam na aBavat
data/test/sp022/sp022-000157_006.mp3,viSvAmitraH pUrvavaccintane saMlagnaH
data/test/sp022/sp022-000158_006.mp3,brahmA dEvIsampadBiH sAkam punarAjagAma kaTitavAn ca
data/test/sp022/sp022-000159_006.mp3,adyataH BavAn maharziH asti
data/test/sp022/sp022-000160_006.mp3,viSvAmitraH svABiprAyam prakawayan uktavAn
data/test/sp022/sp022-000161_006.mp3,nahi mAm jitendriyabrahmarziH iti kaTanIyaH BavatA
data/test/sp022/sp022-000162_006.mp3,brahmaRA uktam aDunA tvam nAsi brahmarziH
data/test/sp022/sp022-000163_006.mp3,viSvAmitraH punaH taptum AreBe
data/test/sp022/sp022-000164_006.mp3,tasya SiraH pradeSAttapoDUmo niHsaritum lalAga
data/test/sp022/sp022-000165_006.mp3,tadA devAH brahmARam nivedayAmAsuH
data/test/sp022/sp022-000166_006.mp3,tadA brahmA samuvAca viSvAmitram yat sAmpratam tvam brahmarziH asi
data/test/sp022/sp022-000167_006.mp3,viSvAmitreRaH uktam yadi aham brahmarziH asmi tadA vedA mAm vfRvantu
data/test/sp022/sp022-000168_006.mp3,iti kaTanasamakAlameva sarve vedAH viSvAmitrasya hfdayadeSam AviviSuH
data/test/sp022/sp022-000169_006.mp3,yat tattvam aviditam AsIt sarvam tattattvam jYAtamaBUt
data/test/sp022/sp022-000170_006.mp3,eza eva vedaH na tu veda pustakam
data/test/sp022/sp022-000171_006.mp3,yatra viSvAmitraH sTitiH tatravedanivAsaH
data/test/sp022/sp022-000172_006.mp3,SrIkfzRaH api idam eva taTyam prakASayati
data/test/sp022/sp022-000173_006.mp3,yat saMsAraH ayam anaSvaraH pippalapAdapaH asti
data/test/sp022/sp022-000174_006.mp3,yasya mUlam upari paramAtmapratIkam aDoBAge prakftipratIkAH SAKAH prasftAH santi
data/test/sp022/sp022-000175_006.mp3,yo hyasyAH prakfteH pAram gatvA paramAtmAnam vetti
data/test/sp022/sp022-000176_006.mp3,sa vedavid samucyate
data/test/sp022/sp022-000177_006.mp3,arjuna ahamapi vedavidasmi
data/test/sp022/sp022-000178_006.mp3,ataH prakfteH prasArAvasAnAByAm saha paramAtmanaH samanuBUteH nAma vedaH asti
data/test/sp022/sp022-000179_006.mp3,iyam anuBUtiH paramAtmapradattA asti
data/test/sp022/sp022-000180_006.mp3,ata eva vedAH santi apOruzeyAH iti kaTayanti manIziRaH
data/test/sp022/sp022-000181_006.mp3,mahApuruzAH Bavanti apOruzeyAH tezAm mADyamena paramAtmanaH sandeSAH upadeSA ca sarvasulaBAH Bavanti
data/test/sp022/sp022-000182_006.mp3,te manIziRaH paramAtmasandeSaprasArakAH Bavanti
data/test/sp022/sp022-000183_006.mp3,kevalam SabdajYAnasya ADAreRa jYAnena vA tezAm pravacanasvarUpAyAm vARyAm nihitam yaTArTam parIkzitum na Sakyate
data/test/sp022/sp022-000184_006.mp3,tAn mahApuruzAn sa eva jYAtum samarTaH Bavati
data/test/sp022/sp022-000185_006.mp3,yaH kriyAtmakapaTAcalitvA pUrvoktAm imAm apOruzeyAm sTitim labDavAn asti
data/test/sp022/sp022-000186_006.mp3,yasya puruzaH nAma aham paramAtmani vilInatAm gato Bavet
data/test/sp022/sp022-000187_006.mp3,vastutaH vedaH apOruzeyaH asti
data/test/sp022/sp022-000188_006.mp3,kintu vedam ADArIkftya vaktAraH SatasArdDaSatasaNKyAkAmahApuruzAH Asan
data/test/sp022/sp022-000189_006.mp3,tezAm vacasAm saNkalanam eva vedaH samucyate
data/test/sp022/sp022-000190_006.mp3,kintu yadA SAstram lipibadDam Bavati
data/test/sp022/sp022-000191_006.mp3,tadA sAmAjikavyavasTAyAH niyamAH api tenEva saha lipibadDAH Bavanti
data/test/sp022/sp022-000192_006.mp3,mahApuruzARAm nAmADArIkftya janAH tezAm paripAlanam kartum AraBante
data/test/sp022/sp022-000193_006.mp3,yadyapi DarmeRa sAkam tezAm dUrasTaH api sambanDaH na Bavati
data/test/sp022/sp022-000194_006.mp3,ADunikayuge mantrIRAm agrataH pfzWataH paryawantaH cAwukAritayA ca sAmAnyanetAraH api
data/test/sp022/sp022-000195_006.mp3,sakzamADikArIdvAreRa svakIyam svakIyam kAryam kArayanti
data/test/sp022/sp022-000196_006.mp3,yadyapi mantrigaRAH pUrvoktAn sAmAnyanetfgaRAn jAnanti api nahi
data/test/sp022/sp022-000197_006.mp3,itTameva sAmAjikavyavasTAnirmAtAraH mahApuruzARAm vyAjena jIvikAnirvAhasya vyavasTAm api granTezu lipibadDam kurvantaH dfSyante
data/test/sp022/sp022-000198_006.mp3,tezAm sAmAjikopayogaH tattat samayAnukUlo Bavati
data/test/sp022/sp022-000199_006.mp3,vedAnAm sambanDe api vyAjapUrRA sTitiH parilakzyate
data/test/sp022/sp022-000200_006.mp3,vedAnAm cirantanam satyam upanizatsu saNgrahItam asti
data/test/sp022/sp022-000201_006.mp3,tAsAm upanizadAm sArAMSaH yogeSvaraSrIkfzRasya vARI gItA asti
data/test/sp022/sp022-000202_006.mp3,sArAMSataH gItA apOruzeya veda rasArRavataH samudBUtopanizatsuDAsArasarvasvamasti
data/test/sp022/sp022-000203_006.mp3,anayA rItyA pratyekam mahApuruzAH ye paramatattvam prApnuvanti te svayameva DarmagranTAH santi
data/test/sp022/sp022-000204_006.mp3,tezAm mahApuruzARAm vacasAm saNkalanam saMsAre kutrApi Bavet tadeva saNkalanam SAstram samucyate
data/test/sp022/sp022-000205_006.mp3,kintu katipayaDarmAvalambinAm kaTanam idam asti
data/test/sp022/sp022-000206_006.mp3,yat kurAnanAmakapustake yalliKitamasti tadEva satyamasti
data/test/sp022/sp022-000207_006.mp3,idAnIm kurAnasyAvataraRam na Bavizyati
data/test/sp022/sp022-000208_006.mp3,IsAmasIhopari viSvAsam vinA na svargasamprAptiH
data/test/sp022/sp022-000209_006.mp3,sa IsAmasIha ISvarasyEkamAtramAsIt putraH
data/test/sp022/sp022-000210_006.mp3,sAmpratam etAdfSaH puruzaH asamBavaH
data/test/sp022/sp022-000211_006.mp3,iti tezAm prOQA jawilA ca rUQivAditA
data/test/sp022/sp022-000212_006.mp3,yadi paramAtmatattvasya sAkzAtkAraH Bavet tadA sEvasTitiH punarAgamizyati
data/test/sp022/sp022-000213_006.mp3,gItA sArvaBOmagranTaH asti
data/test/sp022/sp022-000214_006.mp3,DarmARAm nAmaBiH pracalitezu saMsArasya sarvezu DarmagranTezu gItAyAH sTAnam advitIyamasti
data/test/sp022/sp022-000215_006.mp3,iyam gItA kevalam DarmaSAstrameveti na jYeyam
data/test/sp022/sp022-000216_006.mp3,anyezu DarmagranTezu nihitasatyasya mAnadaRqam api asti
data/test/sp022/sp022-000217_006.mp3,gItA tannikazopalamasti yasmin pratyekam DarmagranTezu anusyUtam satyam anAvftam Bavati
data/test/sp022/sp022-000218_006.mp3,parasparaviroDikaTanAnAm samADAnam Bavati
data/test/sp022/sp022-000219_006.mp3,pratyekam DarmagranTezu saMsAre jIvananirvAhasya kalAyAH karmakARqasya ca bAhulyam vidyate
data/test/sp022/sp022-000220_006.mp3,jIvikAnirvAham Akarzakam viDAtum taTA tatra kim karaRIyam kinna karaRIyam etadvizayakam rocakam BayAnakam varRanakOtUhalayutam citraRam DarmagranTAnAm udaram paripUrayati
data/test/sp022/sp022-000221_006.mp3,karmakARqAnAm imAm paramparAm janatA DarmarUpeRa mAnayati
data/test/sp022/sp022-000222_006.mp3,jIvananirvAhasya kalArTam nirmitapUjApadDatizu deSakAlaparisTityanusAreRa parivartanam svABAvikamasti
